hour,city,sensor_count,pm25_mean,pm25_median,pm25_max,temperature,humidity,pressure,wind_speed,clouds,coverage_quality,is_missing_hour,pm25_lag_1h,pm25_lag_3h,pm25_lag_6h,pm25_lag_12h,pm25_lag_24h,hour_of_day,day_of_week,month,day_of_year,is_weekend,hour_sin,hour_cos,month_sin,month_cos,pm25_rolling_mean_3h,pm25_rolling_mean_6h,pm25_rolling_mean_24h,pm25_rolling_std_24h,pm25_change_1h,pm25_change_24h,target_24h,target_48h,target_72h
2025-09-14 14:00:00+00:00,Faisalabad,14.0,45.33571428571429,44.2,84.3,31.3,70.0,982.5,5.5,2.0,HIGH,False,35.253846153846155,31.535714285714285,32.09285714285714,81.59285714285714,47.34666666666667,14,6,9,257,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,31.924725274725247,32.223076923076924,49.758884310134306,17.505950034174784,10.081868131868134,-2.010952380952382,45.54,44.607692307692304,44.57857142857143
2025-09-14 15:00:00+00:00,Faisalabad,14.0,46.957142857142856,47.15,69.8,30.6,72.0,982.6,7.3,0.0,HIGH,False,45.33571428571429,28.984615384615385,32.364285714285714,70.83571428571429,52.04,15,6,9,257,1,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,36.52472527472525,34.43021978021978,49.67509462759463,17.522802205203103,1.6214285714285666,-5.082857142857144,55.04666666666667,64.33846153846153,59.00714285714286
2025-09-14 16:00:00+00:00,Faisalabad,14.0,50.69285714285714,44.3,93.5,30.0,73.0,982.9,7.8,0.0,HIGH,False,46.957142857142856,35.253846153846155,33.107142857142854,41.62,48.52666666666666,16,6,9,257,1,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,42.51556776556774,36.862362637362644,49.463308913308914,17.523692957147656,3.7357142857142875,2.1661904761904864,48.1,54.47692307692308,51.66923076923077
2025-09-14 17:00:00+00:00,Faisalabad,14.0,49.30714285714286,41.45,100.0,29.3,75.0,983.0,8.3,0.0,HIGH,False,50.69285714285714,45.33571428571429,31.535714285714285,28.953333333333333,51.26,17,6,9,257,1,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,47.66190476190474,39.79331501831502,49.55356684981685,17.524237521048697,-1.3857142857142861,-1.952857142857141,48.806666666666665,51.74285714285714,49.24615384615385
2025-09-14 18:00:00+00:00,Faisalabad,14.0,45.74285714285714,40.85,75.7,28.8,77.0,983.3,7.6,0.0,HIGH,False,49.30714285714286,46.957142857142856,28.984615384615385,29.5,50.74666666666666,18,6,9,257,1,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,48.98571428571426,42.75521978021978,49.472197802197805,17.520503050807648,-3.5642857142857167,-5.003809523809522,52.12,49.32857142857143,55.05384615384616
2025-09-14 19:00:00+00:00,Faisalabad,14.0,46.54285714285714,40.35,78.7,28.4,79.0,983.2,6.9,0.0,HIGH,False,45.74285714285714,50.69285714285714,35.253846153846155,32.56666666666667,53.10666666666667,19,6,9,257,1,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,48.58095238095235,45.548260073260074,49.26370573870574,17.534444463523858,0.7999999999999972,-6.563809523809532,53.77333333333333,46.31428571428571,55.66923076923077
2025-09-14 20:00:00+00:00,Faisalabad,14.0,49.707142857142856,41.25,90.6,28.0,79.0,983.2,7.0,0.0,HIGH,False,46.54285714285714,49.30714285714286,45.33571428571429,32.09285714285714,58.586666666666666,20,6,9,257,1,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,47.197619047619014,47.429761904761904,48.990213675213674,17.523083656805042,3.164285714285718,-8.87952380952381,50.34666666666667,47.08571428571429,55.16923076923077
2025-09-14 21:00:00+00:00,Faisalabad,14.0,50.09285714285714,45.7,120.0,27.8,79.0,982.7,7.0,0.0,HIGH,False,49.707142857142856,45.74285714285714,46.957142857142856,32.364285714285714,63.60666666666667,21,6,9,257,1,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,47.33095238095235,48.15833333333333,48.620233516483516,17.404998568882153,0.3857142857142861,-13.513809523809527,51.07333333333334,46.47857142857144,49.49230769230769
2025-09-14 22:00:00+00:00,Faisalabad,14.0,50.66428571428571,44.65,75.3,27.4,80.0,982.5,6.4,0.0,HIGH,False,50.09285714285714,46.54285714285714,50.69285714285714,33.107142857142854,63.52,22,6,9,257,1,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,48.78095238095235,48.680952380952384,48.05715811965811,17.11527105721414,0.5714285714285694,-12.855714285714292,54.1,57.15,49.03076923076923
2025-09-14 23:00:00+00:00,Faisalabad,14.0,55.79285714285714,53.2,99.5,27.1,81.0,982.5,7.5,0.0,HIGH,False,50.66428571428571,49.707142857142856,49.30714285714286,31.535714285714285,76.19333333333334,23,6,9,257,1,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,50.15476190476187,48.67619047619047,47.52150335775335,16.808717960613496,5.128571428571426,-20.400476190476205,55.79333333333333,68.79285714285714,45.315384615384616
2025-09-15 00:00:00+00:00,Faisalabad,14.0,62.971428571428575,57.85,100.0,26.8,81.0,982.6,8.1,0.0,HIGH,False,55.79285714285714,50.09285714285714,45.74285714285714,28.984615384615385,72.58,0,0,9,258,0,0.0,1.0,-1.0,-1.8369701987210297e-16,52.1833333333333,49.757142857142846,46.67148351648351,15.780091526962075,7.178571428571438,-9.608571428571423,58.54,72.45,46.52307692307692
2025-09-15 01:00:00+00:00,Faisalabad,14.0,71.80714285714285,68.9,142.0,27.5,81.0,982.4,7.4,0.0,HIGH,False,62.971428571428575,50.66428571428571,46.54285714285714,35.253846153846155,78.29285714285713,1,0,9,258,0,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,56.476190476190446,52.628571428571426,46.27112637362637,15.205619327417159,8.835714285714275,-6.48571428571428,56.84666666666667,69.90714285714286,61.900000000000006
2025-09-15 02:00:00+00:00,Faisalabad,14.0,88.23571428571428,80.15,164.0,28.2,78.0,982.6,6.5,0.0,HIGH,False,71.80714285714285,55.79285714285714,49.707142857142856,45.33571428571429,81.59285714285714,2,0,9,258,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,63.52380952380949,56.8392857142857,46.00088827838828,14.65960728062853,16.42857142857143,6.642857142857139,56.7125,76.53333333333333,74.82142857142857
2025-09-15 03:00:00+00:00,Faisalabad,16.0,92.6125,85.35,133.0,29.8,73.0,983.1,4.9,0.0,HIGH,False,88.23571428571428,62.971428571428575,50.09285714285714,46.957142857142856,70.83571428571429,3,0,9,258,0,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,74.3380952380952,63.26071428571428,46.27767399267399,15.404611959851085,4.376785714285717,21.776785714285708,53.36,55.51875,71.39285714285714
2025-09-15 04:00:00+00:00,Faisalabad,16.0,55.03125,54.05,78.1,31.9,65.0,983.4,6.4,0.0,HIGH,False,92.6125,71.80714285714285,50.66428571428571,50.69285714285714,41.62,4,0,9,258,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,84.21845238095234,70.34732142857142,47.185040064102566,17.42313160485865,-37.58125,13.411250000000003,54.207142857142856,40.7625,51.586666666666666
2025-09-15 05:00:00+00:00,Faisalabad,16.0,38.03125,38.95,63.4,33.3,59.0,983.6,8.3,0.0,HIGH,False,55.03125,88.23571428571428,55.79285714285714,49.30714285714286,28.953333333333333,5,0,9,258,0,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,78.62648809523806,71.0751488095238,47.74384214743589,17.45192894305378,-17.0,9.077916666666667,41.62857142857143,31.25,30.46
2025-09-15 06:00:00+00:00,Faisalabad,16.0,32.8125,32.55,42.6,34.5,54.0,983.3,7.2,0.0,HIGH,False,38.03125,92.6125,62.971428571428575,45.74285714285714,29.5,6,0,9,258,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,61.89166666666663,68.11488095238094,48.12208867521367,17.122224919472476,-5.21875,3.3125,35.15714285714286,26.75,27.44
2025-09-15 07:00:00+00:00,Faisalabad,16.0,30.79375,29.45,46.3,35.3,50.0,982.8,7.2,9.0,HIGH,False,32.8125,55.03125,71.80714285714285,46.54285714285714,32.56666666666667,7,0,9,258,0,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,41.95833333333331,63.08839285714286,48.260109508547,16.97833351683639,-2.0187500000000007,-1.7729166666666707,30.32857142857143,28.6625,25.62
2025-09-15 08:00:00+00:00,Faisalabad,16.0,32.0625,28.95,86.5,35.8,47.0,981.8,7.9,13.0,HIGH,False,30.79375,38.03125,88.23571428571428,49.707142857142856,32.09285714285714,8,0,9,258,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,33.87916666666664,56.25282738095239,48.18623798076923,17.05327484218723,1.2687500000000007,-0.03035714285714164,32.535714285714285,37.6875,39.54666666666667
2025-09-15 09:00:00+00:00,Faisalabad,16.0,34.20625,24.25,183.0,36.2,45.0,980.7,9.2,35.0,HIGH,False,32.0625,32.8125,92.6125,50.09285714285714,32.364285714285714,9,0,9,258,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,31.889583333333306,46.890625,48.18497309981685,17.05452150511425,2.143749999999997,1.8419642857142833,25.15333333333333,28.46875,27.92
2025-09-15 10:00:00+00:00,Faisalabad,16.0,26.375,25.1,42.6,36.1,45.0,979.9,10.1,36.0,HIGH,False,34.20625,30.79375,55.03125,50.66428571428571,33.107142857142854,10,0,9,258,0,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,32.354166666666636,37.15625,48.26172161172161,16.98422972976125,-7.831249999999997,-6.732142857142854,22.71333333333333,27.175,19.736
2025-09-15 11:00:00+00:00,Faisalabad,16.0,24.8875,23.85,34.1,35.7,45.0,979.4,10.0,45.0,HIGH,False,26.375,32.0625,38.03125,55.79285714285714,31.535714285714285,11,0,9,258,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,30.88124999999997,32.380208333333336,47.981215659340656,17.298092742745805,-1.4875000000000007,-6.648214285714285,23.27642857142857,29.673333333333336,21.914285714285715
2025-09-15 12:00:00+00:00,Faisalabad,15.0,27.26,23.2,58.4,34.8,48.0,979.1,9.9,29.0,HIGH,False,24.8875,34.20625,32.8125,62.971428571428575,28.984615384615385,12,0,9,258,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,28.489583333333304,30.18958333333333,47.704206730769236,17.62307758390406,2.3725000000000023,-1.724615384615383,29.023076923076925,31.78666666666667,25.24285714285714
2025-09-15 13:00:00+00:00,Faisalabad,15.0,38.14,33.9,92.4,33.9,54.0,979.9,7.6,2.0,HIGH,False,27.26,26.375,30.79375,71.80714285714285,35.253846153846155,13,0,9,258,0,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,26.17416666666664,29.264166666666668,47.63234775641026,17.70604713790285,10.879999999999999,2.886153846153846,35.83846153846154,39.06666666666667,35.92857142857143
2025-09-15 14:00:00+00:00,Faisalabad,15.0,45.54,43.8,98.2,32.9,59.0,980.0,7.9,1.0,HIGH,False,38.14,24.8875,32.0625,88.23571428571428,45.33571428571429,14,0,9,258,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,30.095833333333303,30.488541666666666,47.75260416666666,17.62794804977081,7.399999999999999,0.20428571428571018,44.607692307692304,44.57857142857143,47.63076923076923
2025-09-15 15:00:00+00:00,Faisalabad,15.0,55.04666666666667,43.4,148.0,32.3,61.0,980.8,6.9,1.0,HIGH,False,45.54,27.26,34.20625,92.6125,46.957142857142856,15,0,9,258,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,36.97999999999997,32.734791666666666,47.761116071428575,17.626779562193555,9.506666666666668,8.089523809523811,64.33846153846153,59.00714285714286,66.53076923076922
2025-09-15 16:00:00+00:00,Faisalabad,15.0,48.1,47.1,75.4,31.5,65.0,981.4,6.6,1.0,HIGH,False,55.04666666666667,38.14,26.375,55.03125,50.69285714285714,16,0,9,258,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,46.24222222222219,36.208194444444445,48.09817956349207,17.687976042803143,-6.946666666666665,-2.5928571428571416,54.47692307692308,51.66923076923077,52.61538461538461
2025-09-15 17:00:00+00:00,Faisalabad,15.0,48.806666666666665,44.3,84.5,30.6,68.0,981.7,8.0,1.0,HIGH,False,48.1,45.54,24.8875,38.03125,49.30714285714286,17,0,9,258,0,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,49.562222222222196,39.829027777777775,47.99014384920634,17.679355375922352,0.7066666666666634,-0.5004761904761921,51.74285714285714,49.24615384615385,53.23571428571428
2025-09-15 18:00:00+00:00,Faisalabad,15.0,52.12,44.8,101.0,30.0,68.0,981.8,7.6,0.0,HIGH,False,48.806666666666665,55.04666666666667,27.26,32.8125,45.74285714285714,18,0,9,258,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,50.651111111111085,43.815555555555555,47.96929067460317,17.678029518727104,3.3133333333333326,6.377142857142857,49.32857142857143,55.05384615384616,51.47857142857144
2025-09-15 19:00:00+00:00,Faisalabad,15.0,53.77333333333333,46.2,100.0,29.5,69.0,981.6,8.1,0.0,HIGH,False,52.12,48.1,38.14,30.79375,46.54285714285714,19,0,9,258,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,49.675555555555526,47.958888888888886,48.23500496031746,17.691031404995268,1.653333333333336,7.230476190476196,46.31428571428571,55.66923076923077,50.08571428571429
2025-09-15 20:00:00+00:00,Faisalabad,15.0,50.34666666666667,48.7,81.2,29.1,70.0,981.2,6.7,0.0,HIGH,False,53.77333333333333,48.806666666666665,45.54,32.0625,49.707142857142856,20,0,9,258,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,51.56666666666664,50.56444444444444,48.5362748015873,17.722499838985282,-3.4266666666666623,0.6395238095238156,47.08571428571429,55.16923076923077,49.25714285714286
2025-09-15 21:00:00+00:00,Faisalabad,15.0,51.07333333333334,47.4,71.7,28.6,72.0,980.7,7.6,0.0,HIGH,False,50.34666666666667,52.12,55.04666666666667,34.20625,50.09285714285714,21,0,9,258,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,52.07999999999998,51.36555555555555,48.56292162698412,17.72481747978327,0.7266666666666666,0.980476190476196,46.47857142857144,49.49230769230769,46.74285714285714
2025-09-15 22:00:00+00:00,Faisalabad,15.0,54.1,48.5,79.4,28.1,73.0,980.9,7.3,0.0,HIGH,False,51.07333333333334,53.77333333333333,48.1,26.375,50.66428571428571,22,0,9,258,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,51.73111111111108,50.70333333333334,48.6037748015873,17.729626355948056,3.0266666666666637,3.4357142857142904,57.15,49.03076923076923,46.121428571428574
2025-09-15 23:00:00+00:00,Faisalabad,15.0,55.79333333333333,50.1,90.9,27.6,76.0,981.6,7.4,0.0,HIGH,False,54.1,50.34666666666667,48.806666666666665,24.8875,55.79285714285714,23,0,9,258,0,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,51.839999999999975,51.703333333333326,48.74692956349207,17.76083002607131,1.693333333333328,0.0004761904761920732,68.79285714285714,45.315384615384616,46.09375
2025-09-16 00:00:00+00:00,Faisalabad,15.0,58.54,50.2,123.0,27.1,78.0,981.7,5.9,0.0,HIGH,False,55.79333333333333,51.07333333333334,52.12,27.26,62.971428571428575,0,1,9,259,0,0.0,1.0,-1.0,-1.8369701987210297e-16,53.65555555555553,52.867777777777775,48.7469494047619,17.76083823982641,2.7466666666666697,-4.431428571428576,72.45,46.52307692307692,52.85
2025-09-16 01:00:00+00:00,Faisalabad,15.0,56.84666666666667,50.0,109.0,28.4,73.0,981.8,6.4,0.0,HIGH,False,58.54,54.1,53.77333333333333,38.14,71.80714285714285,1,1,9,259,0,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,56.14444444444441,53.937777777777775,48.562306547619045,17.629076063158877,-1.693333333333328,-14.960476190476179,69.90714285714286,61.900000000000006,62.6
2025-09-16 02:00:00+00:00,Faisalabad,16.0,56.7125,54.7,100.0,29.0,70.0,981.9,7.7,0.0,HIGH,False,56.84666666666667,55.79333333333333,50.34666666666667,45.54,88.23571428571428,2,1,9,259,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,57.059999999999974,54.449999999999996,47.93895337301587,17.025584293789414,-0.13416666666667254,-31.523214285714282,76.53333333333333,74.82142857142857,58.19375
2025-09-16 03:00:00+00:00,Faisalabad,15.0,53.36,52.6,83.4,30.7,64.0,983.1,5.6,0.0,HIGH,False,56.7125,58.54,51.07333333333334,55.04666666666667,92.6125,3,1,9,259,0,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,57.36638888888886,55.51097222222222,46.62548611111111,14.859872202241396,-3.352499999999999,-39.2525,55.51875,71.39285714285714,53.96470588235294
2025-09-16 04:00:00+00:00,Faisalabad,14.0,54.207142857142856,49.7,113.0,32.6,58.0,983.9,5.8,0.0,HIGH,False,53.36,56.84666666666667,54.1,48.1,55.03125,4,1,9,259,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,55.63972222222219,55.892083333333325,44.98996527777778,11.31584766432756,0.8471428571428561,-0.8241071428571445,40.7625,51.586666666666666,49.40588235294118
2025-09-16 05:00:00+00:00,Faisalabad,14.0,41.62857142857143,40.7,49.6,34.2,50.0,984.2,5.6,1.0,HIGH,False,54.207142857142856,56.7125,55.79333333333333,48.806666666666665,38.03125,5,1,9,259,0,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,54.75988095238093,55.90994047619048,44.95562748015873,11.285261758372561,-12.578571428571422,3.5973214285714334,31.25,30.46,41.32666666666667
2025-09-16 06:00:00+00:00,Faisalabad,14.0,35.15714285714286,36.1,49.2,35.3,46.0,983.7,6.3,3.0,HIGH,False,41.62857142857143,53.36,58.54,52.12,32.8125,6,1,9,259,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,49.73190476190473,53.549146825396825,45.10551587301587,11.21295283554545,-6.471428571428575,2.3446428571428584,26.75,27.44,37.76875
2025-09-16 07:00:00+00:00,Faisalabad,14.0,30.32857142857143,28.65,43.9,36.1,43.0,983.1,8.5,4.0,HIGH,False,35.15714285714286,54.207142857142856,56.84666666666667,53.77333333333333,30.79375,7,1,9,259,0,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,43.66428571428569,49.65200396825397,45.20320932539682,11.110942490984614,-4.828571428571429,-0.4651785714285701,28.6625,25.62,31.9375
2025-09-16 08:00:00+00:00,Faisalabad,14.0,32.535714285714285,24.4,137.0,36.4,41.0,982.2,9.5,7.0,HIGH,False,30.32857142857143,41.62857142857143,56.7125,50.34666666666667,32.0625,8,1,9,259,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,35.70476190476188,45.23232142857143,45.18382688492063,11.137545799620245,2.2071428571428555,0.4732142857142847,37.6875,39.54666666666667,32.64666666666667
2025-09-16 09:00:00+00:00,Faisalabad,15.0,25.15333333333333,21.4,63.5,36.8,40.0,981.3,10.1,10.0,HIGH,False,32.535714285714285,35.15714285714286,53.36,51.07333333333334,34.20625,9,1,9,259,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,32.673809523809496,41.20285714285714,45.2035441468254,11.113699948809636,-7.382380952380956,-9.052916666666668,28.46875,27.92,32.973333333333336
2025-09-16 10:00:00+00:00,Faisalabad,15.0,22.71333333333333,21.5,34.2,36.4,40.0,980.6,11.0,14.0,HIGH,False,25.15333333333333,30.32857142857143,54.207142857142856,54.1,26.375,10,1,9,259,0,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,29.339206349206318,36.50174603174603,44.82633928571428,11.644153564995833,-2.4399999999999977,-3.661666666666669,27.175,19.736,24.197692307692307
2025-09-16 11:00:00+00:00,Faisalabad,14.0,23.27642857142857,22.200000000000003,41.5,35.8,41.0,980.3,10.5,15.0,HIGH,False,22.71333333333333,32.535714285714285,41.62857142857143,55.79333333333333,24.8875,11,1,9,259,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,26.800793650793622,31.25277777777778,44.67376984126984,11.917213771982798,0.5630952380952401,-1.611071428571428,29.673333333333336,21.914285714285715,26.042857142857144
2025-09-16 12:00:00+00:00,Faisalabad,13.0,29.023076923076925,27.5,44.6,35.1,42.0,980.3,9.6,14.0,HIGH,False,23.27642857142857,25.15333333333333,35.15714285714286,58.54,27.26,12,1,9,259,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,23.71436507936505,28.1940873015873,44.60664186507936,12.037443801351769,5.7466483516483535,1.7630769230769232,31.78666666666667,25.24285714285714,35.357142857142854
2025-09-16 13:00:00+00:00,Faisalabad,13.0,35.83846153846154,33.8,54.6,34.3,42.0,981.5,9.4,6.0,HIGH,False,29.023076923076925,22.71333333333333,30.32857142857143,56.84666666666667,38.14,13,1,9,259,0,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,25.004279609279582,27.17174297924298,44.6801034035409,11.931895908226378,6.8153846153846125,-2.3015384615384633,39.06666666666667,35.92857142857143,41.05714285714286
2025-09-16 14:00:00+00:00,Faisalabad,13.0,44.607692307692304,41.6,62.4,33.5,45.0,981.9,7.1,8.0,HIGH,False,35.83846153846154,23.27642857142857,32.535714285714285,56.7125,45.54,14,1,9,259,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,29.379322344322315,28.090057997557995,44.58420596764347,11.995822073236987,8.769230769230766,-0.9323076923076954,44.57857142857143,47.63076923076923,57.69285714285714
2025-09-16 15:00:00+00:00,Faisalabad,13.0,64.33846153846153,46.0,256.0,32.8,48.0,982.3,6.1,6.0,HIGH,False,44.607692307692304,29.023076923076925,25.15333333333333,53.36,55.04666666666667,15,1,9,259,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,36.48974358974356,30.102054334554335,44.54535981379731,11.994101772739775,19.730769230769226,9.291794871794863,59.00714285714286,66.53076923076922,72.68571428571428
2025-09-16 16:00:00+00:00,Faisalabad,13.0,54.47692307692308,44.5,114.0,31.9,53.0,982.8,7.6,7.0,HIGH,False,64.33846153846153,35.83846153846154,22.71333333333333,54.207142857142856,48.1,16,1,9,259,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,48.26153846153843,36.632909035409035,44.932517933455436,12.487623464394263,-9.861538461538451,6.376923076923077,51.66923076923077,52.61538461538461,79.94285714285715
2025-09-16 17:00:00+00:00,Faisalabad,14.0,51.74285714285714,46.55,91.9,31.2,55.0,983.1,7.1,9.0,HIGH,False,54.47692307692308,44.607692307692304,23.27642857142857,41.62857142857143,48.806666666666665,17,1,9,259,0,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,54.47435897435894,41.926840659340655,45.19822306166056,12.625036135759446,-2.7340659340659386,2.9361904761904754,49.24615384615385,53.23571428571428,78.38571428571429
2025-09-16 18:00:00+00:00,Faisalabad,14.0,49.32857142857143,43.05,83.8,30.6,57.0,983.2,5.6,2.0,HIGH,False,51.74285714285714,64.33846153846153,29.023076923076925,35.15714285714286,52.12,18,1,9,259,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,56.852747252747214,46.67124542124542,45.320564331501835,12.67564853603199,-2.414285714285711,-2.7914285714285683,55.05384615384616,51.47857142857144,69.92857142857143
2025-09-16 19:00:00+00:00,Faisalabad,14.0,46.31428571428571,42.8,75.7,30.2,60.0,983.4,5.6,3.0,HIGH,False,49.32857142857143,54.47692307692308,35.83846153846154,30.32857142857143,53.77333333333333,19,1,9,259,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,51.84945054945052,50.0554945054945,45.20425480769231,12.62324398353301,-3.0142857142857196,-7.459047619047624,55.66923076923077,50.08571428571429,72.12857142857142
2025-09-16 20:00:00+00:00,Faisalabad,14.0,47.08571428571429,42.95,76.0,29.8,62.0,983.5,6.8,3.0,HIGH,False,46.31428571428571,51.74285714285714,44.607692307692304,32.535714285714285,50.34666666666667,20,1,9,259,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,49.1285714285714,51.80146520146519,44.89346115689866,12.494258640695177,0.7714285714285793,-3.260952380952382,55.16923076923077,49.25714285714286,72.63571428571429
2025-09-16 21:00:00+00:00,Faisalabad,14.0,46.47857142857144,43.2,58.7,29.4,64.0,983.0,6.8,8.0,HIGH,False,47.08571428571429,49.32857142857143,64.33846153846153,25.15333333333333,51.07333333333334,21,1,9,259,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,47.57619047619045,52.21446886446886,44.75758814102564,12.450030425260364,-0.607142857142847,-4.594761904761896,49.49230769230769,46.74285714285714,74.87857142857142
2025-09-16 22:00:00+00:00,Faisalabad,14.0,57.15,55.65,93.9,28.9,66.0,983.1,7.2,11.0,HIGH,False,46.47857142857144,46.31428571428571,54.47692307692308,22.71333333333333,54.1,22,1,9,259,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,46.62619047619046,49.23782051282052,44.56613972832722,12.383840120226045,10.671428571428557,3.049999999999997,49.03076923076923,46.121428571428574,97.9
2025-09-16 23:00:00+00:00,Faisalabad,14.0,68.79285714285714,69.4,93.8,28.4,68.0,983.2,7.7,16.0,HIGH,False,57.15,47.08571428571429,51.74285714285714,23.27642857142857,55.79333333333333,23,1,9,259,0,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,50.23809523809521,49.68333333333334,44.69322306166057,12.501025791522071,11.642857142857146,12.999523809523815,45.315384615384616,46.09375,152.0
2025-09-17 00:00:00+00:00,Faisalabad,14.0,72.45,60.1,137.0,28.1,70.0,983.4,8.5,22.0,HIGH,False,68.79285714285714,46.47857142857144,49.32857142857143,29.023076923076925,58.54,0,2,9,260,0,0.0,1.0,-1.0,-1.8369701987210297e-16,57.4738095238095,52.525000000000006,45.234869887057386,13.26138332729261,3.6571428571428584,13.910000000000004,46.52307692307692,52.85,111.38571428571429
2025-09-17 01:00:00+00:00,Faisalabad,14.0,69.90714285714286,56.25,153.0,28.9,68.0,983.5,7.8,3.0,HIGH,False,72.45,57.15,46.31428571428571,35.83846153846154,56.84666666666667,1,2,9,260,0,0.25881904510252074,0.9659258262890683,-1.0,-1.8369701987210297e-16,66.13095238095235,56.37857142857143,45.814453220390725,14.142832620007272,-2.5428571428571445,13.060476190476187,61.900000000000006,62.6,83.96363636363637
2025-09-17 02:00:00+00:00,Faisalabad,15.0,76.53333333333333,67.4,180.0,29.7,65.0,984.0,7.6,1.0,HIGH,False,69.90714285714286,68.79285714285714,47.08571428571429,44.607692307692304,56.7125,2,2,9,260,0,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,70.38333333333331,60.31071428571429,46.358639728327226,14.820805087828163,6.626190476190473,19.820833333333333,74.82142857142857,58.19375,75.9090909090909
2025-09-17 03:00:00+00:00,Faisalabad,16.0,55.51875,50.65,87.1,31.6,57.0,984.7,5.3,0.0,HIGH,False,76.53333333333333,72.45,46.47857142857144,64.33846153846153,53.36,3,2,9,260,0,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210297e-16,72.96349206349203,65.2186507936508,47.184507783882786,15.933331726601388,-21.014583333333334,2.1587499999999977,71.39285714285714,53.96470588235294,72.82142857142857
